# Generated test vector for ALU-32-BIT.
A[32] B[32] Op[4] Sa[5] C[32] V
1827494965 2257947328 10 2 -209525003 0
3675512258 4058035748 7 9 67895321 0
2248810712 2748806570 13 28 2684354560 0
3023524166 1369307126 11 20 97863996 0
2438188497 2682638897 10 19 825860098 1
3620439616 1667147627 13 6 3618233024 0
4032987579 2228799641 14 7 1804187938 0
5831825 2983602528 4 17 1 0
375675687 3423742427 3 9 1 0
97919548 3327939960 10 13 -869107788 0
1464862909 976621180 8 13 2138443517 0
3977865926 34979984 14 10 -352081354 0
1452063118 3874350103 3 26 1 0
1462343202 1306590494 3 27 1 0
2180979917 292915869 6 25 2425001552 0
1650614408 2712978746 10 12 68625858 0
2696827909 621720201 14 18 2075107708 1
2034173581 552108690 12 0 552108690 0
358619311 158499794 10 5 517119105 0
1919881769 1968371555 11 7 -406713972 1
3769409949 314540353 0 10 307168 0
1878698030 4268803055 12 4 3876339440 0
2009660130 2697829443 15 16 -688169313 1
2003653850 1660224331 15 22 343429519 0
2093498694 4265736895 14 23 2122729095 0
367444044 1113563141 2 26 0 0
3815610008 3630392355 2 25 1 0
3700525607 1544191445 0 29 2 0
3748703251 3844389353 6 16 978589178 0
599960868 2545217632 8 5 3086417252 0
4211485293 711269899 11 20 627787896 0
3850050659 4102931085 11 25 -636952848 0
60529298 2286657257 14 12 2068839337 0
992547010 2525919773 2 4 0 0
3113816754 3743632700 3 8 0 0
2527014652 2517167419 9 25 2517118008 0
1048714613 24476445 6 5 1073178216 0
43711820 4110086039 6 1 4133491419 0
4114472106 1031744782 7 13 41943633 0
152860306 2384236965 15 6 2063590637 0
1060605066 4154246043 15 26 1201326319 0
3500055924 1438380591 11 30 643469219 0
3778997588 2398165897 11 20 1882196189 1
1514234109 3320191728 3 14 1 0
2513335983 4225878782 15 6 -1712542799 0
2783255265 279908522 3 19 0 0
600259314 491351459 4 31 1 0
1038466379 410948712 4 2 1 0
3682393555 2110271671 0 11 1030406 0
4175091139 3000130003 7 11 86319660 0
3588035217 3099120912 5 13 0 0
214136344 2380968562 15 1 2128135078 0
4050883593 4280719461 5 8 0 0
3463748554 483454477 5 20 0 0
3391394073 3483722973 0 20 3322 0
212879043 965337269 14 23 -752458226 0
2806575703 1119641142 8 31 3892117111 0
4178368539 3999935220 4 14 1 0
2438859136 4221310819 10 26 -1929764637 0
1099983125 4005904621 7 6 271226370 0
1918995094 2882555514 7 22 68038913 0
422355494 935511372 6 15 787375978 0
118665665 3016297084 4 23 1 0
3865193536 975670925 0 4 60979432 0
516252987 2122597314 14 20 -1606344327 0
3032709025 251219120 3 23 0 0
149610120 1091610042 14 25 -941999922 0
4110765485 4176631657 6 25 234298052 0
2741235858 2530922108 10 7 977190670 1
929737563 4177321759 5 2 0 0
3105647728 2189596253 14 16 916051475 0
2501523947 328604956 5 11 0 0
395432094 2750795571 5 18 0 0
2109455163 3999210553 12 7 797842560 0
1459245898 2766298070 4 4 1 0
734023777 4050302398 5 2 0 0
2996382108 79884572 13 1 159769144 0
2861850485 1680535608 7 11 289472642 0
1860989001 424027447 5 12 0 0
829797624 1412302444 15 15 -582504820 0
1155391756 2562656243 15 24 -1407264487 1
4057816332 3539197752 4 17 1 0
2917226186 4122853204 4 22 1 0
3330035493 3399803342 10 17 -1860095757 0
4071639135 3471888258 15 23 599750877 0
1154110744 1993033899 2 1 0 0
3316602676 549605182 1 22 131 0
2924441320 1471719324 9 16 101197448 0
1632728414 1345758500 6 31 828887162 0
1644706136 3721474840 12 30 0 0
2028603538 1039916685 1 11 507771 0
4191221531 2097008397 5 29 0 0
3634846436 1981895682 15 0 1652950754 1
1984352916 1015604090 11 26 -1295010290 1
4257185316 2030286380 10 31 1992504400 0
3974721174 3151302278 15 7 823418896 0
2437093507 4030000502 12 31 0 0
3541198043 3716924390 11 29 -1331812159 0
2776035222 1742193552 8 8 3891785622 0
2046872657 3822876723 0 8 14933112 0
63796821 3320884539 3 8 1 0
2025368604 4233208989 10 8 1963610297 0
256371020 3216061270 9 16 251732292 0
3820954538 722094917 15 20 -1196107675 0
1880221213 3306436435 10 29 891690352 0
4231600698 2480681088 13 6 4144766976 0
1089844553 147728609 11 24 1237573162 0
2340778205 1066113583 10 9 -888075508 0
3594914560 79180728 15 25 -779233464 0
874951118 3218917938 15 19 1951000476 0
3757850385 925783116 1 26 13 0
3677998535 2251102867 6 19 1561646932 0
935723553 4059566495 10 29 700322752 0
2036738623 1816909713 15 11 219828910 0
2016029735 1640756661 14 0 375273074 0
2159278755 1264590233 5 27 0 0
568161138 3550557416 2 18 0 0
2589651298 1853395864 10 24 148079866 0
3714298802 1991919502 1 8 7780935 0
1966037953 1896550446 14 18 69487507 0
1455990262 3956323826 9 0 1119921650 0
2263360811 178639326 13 0 178639326 0
3343033599 529985483 6 0 3637791540 0
1197370437 142024407 0 3 17753050 0
3713740310 2746656865 4 29 1 0
1030265905 2106513070 14 17 -1076247165 0
2059026223 3627763151 0 26 54 0
4014545611 1088357898 0 17 8303 0
3044740879 2177558445 2 10 1 0
3864224094 3731233068 10 2 -994477430 0
1442727491 978650873 8 17 2147436283 0
3556643525 1810329751 0 20 1726 0
1572655702 1111847677 11 31 -1610463917 1
2297084681 3970488203 10 26 1972605588 1
293650753 2217990976 11 13 -1783325567 0
293515791 625665789 13 7 2775809664 0
529918984 3483495399 5 7 0 0
3860916782 447818769 6 7 4237411903 0
516161097 694293047 1 25 20 0
3758236930 1968907495 12 4 1437748848 0
180049366 147454411 13 31 2147483648 0
328963743 1194824983 3 3 1 0
1960760505 1561937618 11 1 -772269173 1
3003239014 2492661585 11 9 1200933303 1
2700217339 4148303827 0 20 3956 0
2844779054 2704639447 10 10 1254451205 1
2007970318 299789170 15 4 1708181148 0
292635274 207323236 0 0 207323236 0
1322789909 4116573627 8 23 4292734399 0
2802126166 988865668 0 4 61804104 0
3071361322 343427457 3 25 0 0
2095941286 704500162 13 15 3907059712 0
4019984405 991053200 4 20 1 0
503134626 4252613599 5 9 0 0
2941659603 159017748 0 11 77645 0
4166739462 1971253710 13 19 2389704704 0
3265649823 1959247135 9 4 1082498079 0
1730663840 1012013573 6 1 1534447525 0
2128775703 4217354733 13 29 2684354560 0
3194193578 132847253 4 6 1 0
384880351 1479669019 10 10 1864549370 0
1673263471 840891862 11 21 -1780811963 1
770384410 1900226038 9 23 558047250 0
3887625462 2658221344 8 25 4294540790 0
4294076375 2023222290 6 26 2271579077 0
158387764 1096121880 1 26 16 0
4284728869 1669510806 0 20 1592 0
3751706211 2724851199 4 12 1 0
4241446580 2444023769 1 26 4294967268 0
2423482190 2696693410 5 8 0 0
1451031349 4148397532 9 4 1447067924 0
58650227 567388311 5 25 0 0
3962902825 4038197240 7 10 55181318 0
2035328585 4239829335 7 12 34164896 0
1327020679 2314859967 2 21 0 0
4217629034 300830691 10 26 223492429 0
4263140820 1165026936 6 6 3144334252 0
1829831666 294016754 0 27 2 0
830000216 860701945 12 30 1073741824 0
3120882589 2531829755 9 3 2449515417 0
3560874642 3933006501 12 25 1241513984 0
2370658070 4067207462 8 13 4285398838 0
2524670350 4022553807 3 2 0 0
224298356 1085924416 5 18 0 0
2613743062 2342105928 11 24 660881694 1
1744959065 3382963660 10 8 832955429 0
2385028086 3142743445 15 21 -757715359 0
726701295 2818387442 1 9 4292083350 0
1795994128 3517334912 9 25 1090781184 0
686631432 3890866425 6 31 3473195761 0
76967422 940516393 5 10 0 0
4089347062 3130612079 8 28 4223630335 0
132776949 610922940 3 28 1 0
3705363300 4012008847 0 29 7 0
3583163057 3919266061 4 13 1 0
2701418943 9185701 4 21 1 0
1630901899 1964338008 7 17 2328494116 0
2922088154 3118141765 1 2 4000760913 0
2714224824 2015905493 13 7 337865344 0
2454200450 945650156 5 26 0 0
3649356510 429288484 13 6 1704659200 0
2931133358 767487637 10 1 -596346301 0
4238818187 3292771872 0 30 3 0
1075055611 1599847960 4 15 1 0
362594487 829893416 9 17 286523424 0
3438649506 1055828661 13 2 4223314644 0
608437887 1537189382 7 14 2149603712 0
1504872254 2238235103 13 3 726011640 0
2522878394 3367816252 1 3 4179073415 0
3888365361 829782804 0 5 25930712 0
699820150 343856811 14 14 355963339 0
4001260855 1173453235 6 11 2878282884 0
2945003830 2766580271 0 29 5 0
1118057721 1536087587 0 25 45 0
1068461880 712498986 4 30 1 0
3911865822 1140254413 12 23 1719664640 0
3412735602 877758060 9 14 4195936 0
768111730 3731339532 0 15 113871 0
2692967350 53165873 8 23 2745925559 0
2851721946 2123311913 5 19 0 0
3178308369 1204527738 1 10 1176296 0
2578461276 673359835 10 15 -1043146185 0
3961497468 1326838247 1 21 632 0
2263554927 3211190631 12 20 376438784 0
1632701725 1998335944 9 23 1628441864 0
1048383988 868064641 15 11 180319347 0
3060794671 2830621318 14 4 230173353 0
1069101591 2759593677 9 3 607650309 0
3295286174 343418973 14 23 -1343100095 0
2943291992 2443158529 14 7 500133463 0
3206986052 2434915723 4 26 1 0
1648895976 1794467529 8 23 1794992105 0
3768702959 2203446619 9 9 2147599691 0
1980499959 2838707128 2 3 0 0
2423516149 3046839618 12 6 1724207232 0
2283589399 945115533 10 2 -1066262364 0
1351984835 3522558660 10 7 579576199 0
2215227575 784904554 4 4 1 0
878288959 2846937482 15 9 -1968648523 1
225423710 1227169519 7 6 2995798016 0
2914430108 4270833515 0 0 4270833515 0
393239230 3936591358 10 30 34863292 0
2190231625 85817186 0 17 654 0
1357515458 2014962921 9 20 1342701760 0
3653359584 1476865552 8 15 3653763056 0
1591224352 1487349662 12 13 3841179648 0
4284452772 3893027922 15 7 391424850 0
4254213278 3676468448 1 6 4285303251 0
1709419252 3665916012 2 25 0 0
277629920 3736820594 12 10 3983394816 0
1805606111 3136564902 9 18 714345606 0
1630392281 4264568369 6 5 2669537768 0
4235057065 3728128594 14 25 506928471 0
1774608999 2725848104 11 9 205489807 0
3154907403 3700127716 12 21 4236247040 0
317148420 3980450515 12 18 1800142848 0
4215923587 4184029283 13 11 432216064 0
96265898 3329177184 11 15 -869524214 0
605048355 209813259 0 26 3 0
2000681980 3738467656 13 30 0 0
2123673824 2323485164 6 11 4108919052 0
3855362557 1994808621 5 3 0 0
1155547286 866956004 14 20 288591282 0
2043884851 1768216584 15 21 275668267 0
2815828210 77492273 13 3 619938184 0
2664705869 3564417580 9 9 2488541708 0
881246754 1987028309 2 29 0 0
117038799 2449745097 9 6 33555657 0
2620326260 710275159 14 23 1910051101 1
2233025745 4176175995 0 2 1044043998 0
3703066829 492477826 15 19 -1084378293 0
2353681420 89277855 11 9 -1852008021 0
2922274235 3708120745 9 2 2349092009 0
335989754 2625407750 4 31 1 0
205487555 671738945 8 2 742391235 0
163215338 3184106033 13 7 3838646400 0
3188464906 265268101 3 1 0 0
2204881504 3689822876 3 29 0 0
1116542382 293194870 6 9 1408555480 0
4266374684 3814136280 14 4 452238404 0
3233499807 4036543338 8 25 4038839295 0
2564289749 996791127 5 9 0 0
3138409994 401873616 2 13 1 0
407195876 2658985878 4 21 1 0
2749099074 2228439283 13 5 2590580320 0
1944857506 3085606054 13 16 2628124672 0
3551930813 521899173 12 27 671088640 0
1728138420 1735196240 4 6 1 0
3008966109 528084957 11 24 -757916230 0
3263452790 4157518675 13 19 2593652736 0
1191590234 2222373457 7 23 948520100 0
1609372104 89524725 7 25 2684413442 0
1306951974 523164862 7 10 2685477441 0
1041599595 4215471714 10 20 962104013 0
3694488939 3313901050 7 0 575177220 0
2059089360 4066510568 10 18 1830632632 0
2102899279 213392430 0 16 3256 0
4250901563 764451813 12 28 1342177280 0
3700787440 4016753485 3 6 0 0
1425748833 774382677 10 9 -2094835786 1
2767532890 71069860 14 31 -1598504266 0
4089689772 897546214 15 1 -1102823738 0
1079812651 2397520618 1 26 4294967267 0
3931942071 684730605 7 12 354636544 0
2072350143 3993091952 0 6 62392061 0
1338977315 1647190579 9 15 1108221987 0
3237511021 910568074 4 15 1 0
1528673858 722916921 2 0 0 0
3803284722 1071293557 5 17 0 0
3625299091 1634963807 12 18 1165754368 0
1075214486 3929964224 3 13 1 0
3131186278 135521724 9 26 134349860 0
928899210 3926242438 0 27 29 0
2547928324 984035054 2 31 1 0
4156252225 1552744447 6 13 2872549310 0
816153205 3252048553 7 5 235416834 0
3057002098 794161295 3 19 0 0
508128576 3706061147 7 18 554734244 0
2569225926 451929330 3 4 0 0
2218060309 3418850598 14 6 -1200790289 0
2958946260 3453991519 11 4 2117970483 1
3751810513 2198156304 3 24 0 0
1522863730 1689282940 7 27 2164953217 0
2406613216 3305096675 6 11 1267582211 0
1291965208 3050408304 11 10 47406216 0
3417254758 1896152028 8 23 4222614526 0
1507956287 3878566687 4 24 1 0
3043863159 2207878555 8 26 3086856191 0
697831182 2987631911 0 28 11 0
3920770105 2617886726 6 21 1975254079 0
3658478707 2471488486 4 7 1 0
802126133 3067523113 0 21 1462 0
232739311 735587580 0 14 44896 0
3338187841 3349115721 1 28 4294967292 0
119185716 3536158603 6 3 3588218559 0
2151520583 1849851555 0 20 1764 0
746822395 4212751731 11 26 664606830 0
2470185300 2374794846 13 23 788529152 0
659358209 2196017891 14 12 -1536659682 1
618263980 1515347975 9 5 5267460 0
1451139464 3883231814 0 5 121350994 0
25816951 665068899 0 16 10148 0
2136352288 3719390398 0 27 27 0
3740540824 1466380291 7 3 537444452 0
2869407230 3685773402 13 12 117809152 0
2364359545 3460980967 12 24 3875536896 0
2559893593 2803592914 4 14 1 0
4228534250 3488635768 14 4 739898482 0
918422933 3093109938 4 1 1 0
1937561929 1412528867 13 30 3221225472 0
