# Generated test vector for ALU-32-BIT.
# These tests were generated by a computer program to include both exhaustive edge case tests and random tests.
A[32] B[32] Op[4] Sa[5] C[32] V
2147483647 2147483647 10 1 -2 1
2147483647 2147483647 10 31 -2 1
2147483647 2147483647 11 0 -2 1
2147483647 2147483647 11 1 -2 1
2147483647 2147483647 11 31 -2 1
2147483647 2147483647 12 0 2147483647 0
2147483647 2147483647 12 1 -2 0
2147483647 2147483647 12 31 -2147483648 0
2147483647 2147483647 13 0 2147483647 0
2147483647 2147483647 13 1 -2 0
2147483647 2147483647 13 31 -2147483648 0
2147483647 2147483647 14 0 0 0
2147483647 2147483647 14 1 0 0
2147483647 2147483647 14 31 0 0
2147483647 2147483647 15 0 0 0
2147483647 2147483647 15 1 0 0
2147483647 2147483647 15 31 0 0
2147483647 -2147483648 0 0 -2147483648 0
2147483647 -2147483648 0 1 1073741824 0
2147483647 -2147483648 0 31 1 0
2147483647 -2147483648 1 0 -2147483648 0
2147483647 -2147483648 1 1 -1073741824 0
2147483647 -2147483648 1 31 -1 0
2147483647 -2147483648 2 0 0 0
2147483647 -2147483648 2 1 0 0
2147483647 -2147483648 2 31 0 0
2147483647 -2147483648 3 0 1 0
2147483647 -2147483648 3 1 1 0
2147483647 -2147483648 3 31 1 0
2147483647 -2147483648 4 0 1 0
2147483647 -2147483648 4 1 1 0
2147483647 -2147483648 4 31 1 0
2147483647 -2147483648 5 0 0 0
2147483647 -2147483648 5 1 0 0
2147483647 -2147483648 5 31 0 0
2147483647 -2147483648 6 0 -1 0
2147483647 -2147483648 6 1 -1 0
2147483647 -2147483648 6 31 -1 0
2147483647 -2147483648 7 0 0 0
2147483647 -2147483648 7 1 0 0
2147483647 -2147483648 7 31 0 0
2147483647 -2147483648 8 0 -1 0
2147483647 -2147483648 8 1 -1 0
2147483647 -2147483648 8 31 -1 0
2147483647 -2147483648 9 0 0 0
2147483647 -2147483648 9 1 0 0
2147483647 -2147483648 9 31 0 0
2147483647 -2147483648 10 0 -1 0
2147483647 -2147483648 10 1 -1 0
2147483647 -2147483648 10 31 -1 0
2147483647 -2147483648 11 0 -1 0
2147483647 -2147483648 11 1 -1 0
2147483647 -2147483648 11 31 -1 0
2147483647 -2147483648 12 0 -2147483648 0
2147483647 -2147483648 12 1 0 0
2147483647 -2147483648 12 31 0 0
2147483647 -2147483648 13 0 -2147483648 0
2147483647 -2147483648 13 1 0 0
2147483647 -2147483648 13 31 0 0
2147483647 -2147483648 14 0 -1 1
2147483647 -2147483648 14 1 -1 1
2147483647 -2147483648 14 31 -1 1
2147483647 -2147483648 15 0 -1 1
2147483647 -2147483648 15 1 -1 1
2147483647 -2147483648 15 31 -1 1
-2147483648 0 0 0 0 0
-2147483648 0 0 1 0 0
-2147483648 0 0 31 0 0
-2147483648 0 1 0 0 0
-2147483648 0 1 1 0 0
-2147483648 0 1 31 0 0
-2147483648 0 2 0 1 0
-2147483648 0 2 1 1 0
-2147483648 0 2 31 1 0
-2147483648 0 3 0 0 0
-2147483648 0 3 1 0 0
-2147483648 0 3 31 0 0
-2147483648 0 4 0 1 0
-2147483648 0 4 1 1 0
-2147483648 0 4 31 1 0
-2147483648 0 5 0 0 0
-2147483648 0 5 1 0 0
-2147483648 0 5 31 0 0
-2147483648 0 6 0 -2147483648 0
-2147483648 0 6 1 -2147483648 0
-2147483648 0 6 31 -2147483648 0
-2147483648 0 7 0 2147483647 0
-2147483648 0 7 1 2147483647 0
-2147483648 0 7 31 2147483647 0
-2147483648 0 8 0 -2147483648 0
-2147483648 0 8 1 -2147483648 0
-2147483648 0 8 31 -2147483648 0
-2147483648 0 9 0 0 0
-2147483648 0 9 1 0 0
-2147483648 0 9 31 0 0
-2147483648 0 10 0 -2147483648 0
-2147483648 0 10 1 -2147483648 0
-2147483648 0 10 31 -2147483648 0
-2147483648 0 11 0 -2147483648 0
-2147483648 0 11 1 -2147483648 0
-2147483648 0 11 31 -2147483648 0
-2147483648 0 12 0 0 0
-2147483648 0 12 1 0 0
-2147483648 0 12 31 0 0
-2147483648 0 13 0 0 0
-2147483648 0 13 1 0 0
-2147483648 0 13 31 0 0
-2147483648 0 14 0 -2147483648 0
-2147483648 0 14 1 -2147483648 0
-2147483648 0 14 31 -2147483648 0
-2147483648 0 15 0 -2147483648 0
-2147483648 0 15 1 -2147483648 0
-2147483648 0 15 31 -2147483648 0
-2147483648 1 0 0 1 0
-2147483648 1 0 1 0 0
-2147483648 1 0 31 0 0
-2147483648 1 1 0 1 0
-2147483648 1 1 1 0 0
-2147483648 1 1 31 0 0
-2147483648 1 2 0 1 0
-2147483648 1 2 1 1 0
-2147483648 1 2 31 1 0
-2147483648 1 3 0 0 0
-2147483648 1 3 1 0 0
-2147483648 1 3 31 0 0
-2147483648 1 4 0 1 0
-2147483648 1 4 1 1 0
-2147483648 1 4 31 1 0
-2147483648 1 5 0 0 0
-2147483648 1 5 1 0 0
-2147483648 1 5 31 0 0
-2147483648 1 6 0 -2147483647 0
-2147483648 1 6 1 -2147483647 0
-2147483648 1 6 31 -2147483647 0
-2147483648 1 7 0 2147483646 0
-2147483648 1 7 1 2147483646 0
-2147483648 1 7 31 2147483646 0
-2147483648 1 8 0 -2147483647 0
-2147483648 1 8 1 -2147483647 0
-2147483648 1 8 31 -2147483647 0
-2147483648 1 9 0 0 0
-2147483648 1 9 1 0 0
-2147483648 1 9 31 0 0
-2147483648 1 10 0 -2147483647 0
-2147483648 1 10 1 -2147483647 0
-2147483648 1 10 31 -2147483647 0
-2147483648 1 11 0 -2147483647 0
-2147483648 1 11 1 -2147483647 0
-2147483648 1 11 31 -2147483647 0
-2147483648 1 12 0 1 0
-2147483648 1 12 1 2 0
-2147483648 1 12 31 -2147483648 0
-2147483648 1 13 0 1 0
-2147483648 1 13 1 2 0
-2147483648 1 13 31 -2147483648 0
-2147483648 1 14 0 2147483647 1
-2147483648 1 14 1 2147483647 1
-2147483648 1 14 31 2147483647 1
-2147483648 1 15 0 2147483647 1
-2147483648 1 15 1 2147483647 1
-2147483648 1 15 31 2147483647 1
-2147483648 -1 0 0 -1 0
-2147483648 -1 0 1 2147483647 0
-2147483648 -1 0 31 1 0
-2147483648 -1 1 0 -1 0
-2147483648 -1 1 1 -1 0
-2147483648 -1 1 31 -1 0
-2147483648 -1 2 0 1 0
-2147483648 -1 2 1 1 0
-2147483648 -1 2 31 1 0
-2147483648 -1 3 0 0 0
-2147483648 -1 3 1 0 0
-2147483648 -1 3 31 0 0
-2147483648 -1 4 0 1 0
-2147483648 -1 4 1 1 0
-2147483648 -1 4 31 1 0
-2147483648 -1 5 0 0 0
-2147483648 -1 5 1 0 0
-2147483648 -1 5 31 0 0
-2147483648 -1 6 0 2147483647 0
-2147483648 -1 6 1 2147483647 0
-2147483648 -1 6 31 2147483647 0
-2147483648 -1 7 0 0 0
-2147483648 -1 7 1 0 0
-2147483648 -1 7 31 0 0
-2147483648 -1 8 0 -1 0
-2147483648 -1 8 1 -1 0
-2147483648 -1 8 31 -1 0
-2147483648 -1 9 0 -2147483648 0
-2147483648 -1 9 1 -2147483648 0
-2147483648 -1 9 31 -2147483648 0
-2147483648 -1 10 0 2147483647 1
-2147483648 -1 10 1 2147483647 1
-2147483648 -1 10 31 2147483647 1
-2147483648 -1 11 0 2147483647 1
-2147483648 -1 11 1 2147483647 1
-2147483648 -1 11 31 2147483647 1
-2147483648 -1 12 0 -1 0
-2147483648 -1 12 1 -2 0
-2147483648 -1 12 31 -2147483648 0
-2147483648 -1 13 0 -1 0
-2147483648 -1 13 1 -2 0
-2147483648 -1 13 31 -2147483648 0
-2147483648 -1 14 0 -2147483647 0
-2147483648 -1 14 1 -2147483647 0
-2147483648 -1 14 31 -2147483647 0
-2147483648 -1 15 0 -2147483647 0
-2147483648 -1 15 1 -2147483647 0
-2147483648 -1 15 31 -2147483647 0
-2147483648 2147483647 0 0 2147483647 0
-2147483648 2147483647 0 1 1073741823 0
-2147483648 2147483647 0 31 0 0
-2147483648 2147483647 1 0 2147483647 0
-2147483648 2147483647 1 1 1073741823 0
-2147483648 2147483647 1 31 0 0
-2147483648 2147483647 2 0 1 0
-2147483648 2147483647 2 1 1 0
-2147483648 2147483647 2 31 1 0
-2147483648 2147483647 3 0 0 0
-2147483648 2147483647 3 1 0 0
-2147483648 2147483647 3 31 0 0
-2147483648 2147483647 4 0 1 0
-2147483648 2147483647 4 1 1 0
-2147483648 2147483647 4 31 1 0
-2147483648 2147483647 5 0 0 0
-2147483648 2147483647 5 1 0 0
-2147483648 2147483647 5 31 0 0
-2147483648 2147483647 6 0 -1 0
-2147483648 2147483647 6 1 -1 0
-2147483648 2147483647 6 31 -1 0
-2147483648 2147483647 7 0 0 0
-2147483648 2147483647 7 1 0 0
-2147483648 2147483647 7 31 0 0
-2147483648 2147483647 8 0 -1 0
-2147483648 2147483647 8 1 -1 0
-2147483648 2147483647 8 31 -1 0
-2147483648 2147483647 9 0 0 0
-2147483648 2147483647 9 1 0 0
-2147483648 2147483647 9 31 0 0
-2147483648 2147483647 10 0 -1 0
-2147483648 2147483647 10 1 -1 0
-2147483648 2147483647 10 31 -1 0
-2147483648 2147483647 11 0 -1 0
-2147483648 2147483647 11 1 -1 0
-2147483648 2147483647 11 31 -1 0
-2147483648 2147483647 12 0 2147483647 0
-2147483648 2147483647 12 1 -2 0
-2147483648 2147483647 12 31 -2147483648 0
-2147483648 2147483647 13 0 2147483647 0
-2147483648 2147483647 13 1 -2 0
-2147483648 2147483647 13 31 -2147483648 0
-2147483648 2147483647 14 0 1 1
-2147483648 2147483647 14 1 1 1
-2147483648 2147483647 14 31 1 1
-2147483648 2147483647 15 0 1 1
-2147483648 2147483647 15 1 1 1
-2147483648 2147483647 15 31 1 1
-2147483648 -2147483648 0 0 -2147483648 0
-2147483648 -2147483648 0 1 1073741824 0
-2147483648 -2147483648 0 31 1 0
-2147483648 -2147483648 1 0 -2147483648 0
-2147483648 -2147483648 1 1 -1073741824 0
-2147483648 -2147483648 1 31 -1 0
-2147483648 -2147483648 2 0 1 0
-2147483648 -2147483648 2 1 1 0
-2147483648 -2147483648 2 31 1 0
-2147483648 -2147483648 3 0 0 0
-2147483648 -2147483648 3 1 0 0
-2147483648 -2147483648 3 31 0 0
-2147483648 -2147483648 4 0 0 0
-2147483648 -2147483648 4 1 0 0
-2147483648 -2147483648 4 31 0 0
-2147483648 -2147483648 5 0 1 0
-2147483648 -2147483648 5 1 1 0
-2147483648 -2147483648 5 31 1 0
-2147483648 -2147483648 6 0 0 0
-2147483648 -2147483648 6 1 0 0
-2147483648 -2147483648 6 31 0 0
-2147483648 -2147483648 7 0 2147483647 0
-2147483648 -2147483648 7 1 2147483647 0
-2147483648 -2147483648 7 31 2147483647 0
-2147483648 -2147483648 8 0 -2147483648 0
-2147483648 -2147483648 8 1 -2147483648 0
-2147483648 -2147483648 8 31 -2147483648 0
-2147483648 -2147483648 9 0 -2147483648 0
-2147483648 -2147483648 9 1 -2147483648 0
-2147483648 -2147483648 9 31 -2147483648 0
-2147483648 -2147483648 10 0 0 1
-2147483648 -2147483648 10 1 0 1
-2147483648 -2147483648 10 31 0 1
-2147483648 -2147483648 11 0 0 1
-2147483648 -2147483648 11 1 0 1
-2147483648 -2147483648 11 31 0 1
-2147483648 -2147483648 12 0 -2147483648 0
-2147483648 -2147483648 12 1 0 0
-2147483648 -2147483648 12 31 0 0
-2147483648 -2147483648 13 0 -2147483648 0
-2147483648 -2147483648 13 1 0 0
-2147483648 -2147483648 13 31 0 0
-2147483648 -2147483648 14 0 0 0
-2147483648 -2147483648 14 1 0 0
-2147483648 -2147483648 14 31 0 0
-2147483648 -2147483648 15 0 0 0
-2147483648 -2147483648 15 1 0 0
-2147483648 -2147483648 15 31 0 0
# Random tests (N=1000).
1051699444 -751671059 5 18 0 0
-1105510020 -809327956 6 9 1910105040 0
-1180824467 1223981208 2 4 1 0
-914464612 86924526 7 9 847348481 0
-1927092763 1525120603 9 12 136471617 0
-1447838196 -940929624 5 19 0 0
-1427814925 -624817522 4 29 1 0
2144603777 -1295981825 10 26 848621952 0
-1945286414 -1223685989 1 26 -19 0
-438777622 -658954750 5 18 0 0
-1161348284 -1357987699 2 16 1 0
786789836 -96581581 13 5 1204356704 0
-266403197 1403657958 10 11 1137254761 0
-2122425438 1239176215 10 6 -883249223 0
1293110529 -1907512026 6 20 -1017192409 0
1857438839 -1660940911 7 29 4829704 0
1402090083 109692288 14 14 1292397795 0
1256628701 -1234047855 9 23 39886993 0
-1187721776 987851815 3 13 0 0
363025592 -1070479681 6 25 -711814649 0
-899956747 793252690 5 22 0 0
1555024265 -2140977469 3 24 1 0
2109635467 2022799503 0 5 63212484 0
1405352312 1986418229 7 20 -2011692926 0
-1078253804 -1049917178 8 5 -282858 0
-433468583 -1149527010 3 23 0 0
1290735449 1453713155 6 28 441116762 0
1380583700 2057200309 12 3 -722266712 0
-624890933 795598276 12 4 -155329472 0
310265079 1150391106 14 10 -840126027 0
1041399651 1681672442 6 26 1512978329 0
-476188321 196326444 3 23 0 0
1959985402 -1654951493 10 7 305033909 0
1502044769 209264549 11 0 1711309318 0
525375909 886946299 10 26 1412322208 0
1990581899 -84782214 2 25 0 0
2142748 -1728292593 6 15 -1730352365 0
-1760223632 1949749224 5 1 0 0
1650937891 2126546454 9 3 1648361474 0
1209989425 -2010192810 12 18 -1856503808 0
514605502 151042744 8 9 531430334 0
-233404776 -1423749851 14 5 1190345075 0
-1304789922 -367076723 8 31 -96534817 0
-71749281 1443271895 11 24 1371522614 0
1281986876 1625978682 10 7 -1387001738 1
-1464379586 -262871452 15 13 -1201508134 0
868599738 -622534759 13 11 654100480 0
2034547061 1200432575 1 11 586148 0
617178401 907838699 8 25 920511979 0
-421407612 436218292 11 15 14810680 0
2084075496 -925076765 13 24 -486539264 0
1862263085 1389458465 9 18 1121017889 0
-68554073 2109010729 15 1 2117402494 1
1664887679 -306044881 7 27 268555392 0
-449398420 -2069770997 6 24 1637315687 0
-419396640 1641834075 2 15 1 0
1723777076 -1242290828 8 13 -134290060 0
657831276 436174116 9 22 20264228 0
-1992375051 -1450519032 5 7 0 0
288382844 867406199 13 7 -641156224 0
1057014922 1948955593 0 11 951638 0
100129943 555770930 3 12 1 0
1984248118 1055059963 9 8 910174514 0
-2017474292 259373397 8 21 -1879049891 0
84680228 1808307783 5 13 0 0
1675192888 -1883047311 7 11 270796166 0
-1160924532 1705703758 6 22 -546878526 0
-812080761 -1360052908 13 4 -286010048 0
652822877 -230630079 13 22 1346371584 0
-964514872 -2040808526 4 8 1 0
1632372144 1588661942 6 7 1073548038 0
1099142783 1595081506 15 13 -495938723 0
1216617948 163895859 14 3 1052722089 0
2055416254 -562532624 14 11 -1677018418 1
-1929958623 1496785955 7 16 571003100 0
-748813500 770020607 0 14 46998 0
-1158356274 96805501 8 27 -1074404609 0
443053000 1968309970 14 20 -1525256970 0
-221500566 -957842684 5 3 0 0
59334263 1166222247 15 31 -1106887984 0
-1683429472 231692578 3 18 0 0
-210956989 1257367197 7 16 67244064 0
1311701566 215629711 6 12 1123337649 0
1598739312 503765147 12 26 1811939328 0
-1203959605 3805519 11 28 -1200154086 0
1969386804 -68267343 10 13 1901119461 0
-206696971 -573065787 12 27 671088640 0
-1893671221 443970832 9 15 169890816 0
29182258 350344351 11 27 379526609 0
-312701327 1482050574 1 28 5 0
1081020062 -1570215518 9 6 6817922 0
1897592976 717545142 4 1 1 0
1413284379 -166361775 5 27 0 0
166415014 -1149678910 10 30 -983263896 0
973366420 1820563346 13 0 1820563346 0
1621667702 493042331 4 29 1 0
-883463513 1802742812 1 7 14083928 0
1830919947 -1559281347 14 26 -904766002 1
348292740 1124302506 2 21 0 0
649696556 -2005831268 12 29 -2147483648 0
-1907169362 -546046917 6 21 1361124245 0
124221051 939559286 14 15 -815338235 0
-1235211553 408122482 3 13 0 0
869817927 1298710416 12 11 1174175744 0
-238189572 -1713334255 7 11 101868546 0
-1901209584 -746583958 2 25 1 0
1272079403 -487118122 7 20 336105728 0
-664397671 975200515 14 28 -1639598186 0
86716767 592454248 4 22 1 0
-1831392786 -2023393229 0 6 35493344 0
1181235474 -732436620 12 8 1474786304 0
1213545790 2064181984 4 28 1 0
-1495311246 1527157323 12 16 -1840578560 0
1223441160 -2031985182 6 22 -837916950 0
-1169044102 -1226212584 15 28 57168482 0
1415457166 524143490 8 29 1602218894 0
303580537 430533595 1 23 51 0
-919044534 864799035 1 21 412 0
1272418184 -1936144849 12 16 -969998336 0
-231002199 426601965 13 27 1744830464 0
-949019478 1026348235 2 8 1 0
1733725938 441137960 14 23 1292587978 0
1061702807 -1246540205 8 12 -1074049321 0
814488325 -1986103378 8 3 -1180794961 0
-1617051595 -1631775703 0 15 81274 0
-1521569054 -897381094 7 20 271597573 0
-1832397574 -580506102 9 11 -1874459638 0
957360962 586426856 8 24 1005857770 0
-31616992 -383778653 9 9 -402653152 0
1675567567 1509576619 7 13 -2080337904 0
-935421683 -2075024434 12 27 1879048192 0
-1991037263 1868562781 9 0 155189265 0
2031578046 1769272628 4 14 1 0
-819696139 -170613729 12 13 -1803296768 0
1785700124 -1388669417 0 14 177386 0
-721048186 1586344712 10 2 865296526 0
-1508493 1119430713 15 16 -1120939206 0
357053405 -1723334712 10 9 -1366281307 0
-2021502206 -423450540 13 24 1409286144 0
-2009731817 330641146 7 26 1682575360 0
-687254001 -1351301720 2 6 1 0
-1090622881 -1172852164 1 14 -71586 0
1879807896 -826578927 1 13 -100901 0
-1915651386 1187935535 1 15 36252 0
779444266 1530002119 6 7 1967430381 0
-1657728369 -1475523473 5 6 0 0
506164443 -1935741665 7 11 1631584800 0
-1849932733 -875093272 13 17 1171259392 0
1240778770 271808971 9 6 3164162 0
-1125844974 1397261199 9 28 272662530 0
-1697275670 -1172484370 8 16 -1159860498 0
851261535 -829991114 14 11 1681252649 0
646524119 -391874443 6 20 -835890014 0
-745657304 1880280122 9 22 1342311464 0
-1642543741 -1128927499 14 11 -513616242 0
-2062595061 -1029220920 10 5 1203151315 1
2020236234 -1198324278 8 11 -117743670 0
-139972886 1452073244 13 31 0 0
-901146122 -206776713 13 1 -413553426 0
249615109 1327954401 3 19 1 0
-999893909 -848492174 12 16 158466048 0
1711013310 -1154292237 3 31 1 0
-400161508 -621655705 10 6 -1021817213 0
-1050431075 732610778 12 1 1465221556 0
1953157303 -4935259 11 11 1948222044 0
-1073378389 357670812 8 11 -715808833 0
-1852924697 -2130229267 14 27 277304570 0
393348266 1617819682 9 17 6291490 0
583613919 -1168359238 7 14 1159889408 0
7305960 -500215919 12 10 -1119992832 0
1271116976 1080683239 1 26 16 0
433099959 -1242749960 7 5 1107445760 0
67712990 -1492966791 0 19 5344 0
1807279769 -1028813136 4 7 1 0
-955152933 -1727193494 9 17 -2130639798 0
1792284709 -673264603 0 3 452712836 0
2036636902 399146353 3 30 1 0
-1669947783 1768957460 0 19 3374 0
-444878991 -1373607154 1 5 -42925224 0
-809707185 1425203978 1 18 5436 0
-1752897146 983098613 1 12 240014 0
-879691774 1572450983 3 30 0 0
-1694102041 -1578831832 13 0 -1578831832 0
-933178229 1603975114 15 16 1757813953 1
-2144654695 1575888990 8 17 -571528481 0
218231064 -1299425448 0 0 -1299425448 0
-1966006565 1066632943 3 3 0 0
-1584954222 -864111287 0 30 3 0
1290501824 493081136 0 10 481524 0
-1557768899 -1792317143 6 4 906837012 0
-408200218 -1564756120 9 5 -1565846688 0
322911164 636805225 9 1 20193320 0
-1226446198 -1898760451 14 14 672314253 0
2101037035 1888235004 7 25 -2109698048 0
836974075 659682991 12 11 -1883932672 0
-1998118662 -1960933908 4 7 1 0
1294682401 -1422181836 5 12 0 0
-1789644394 1376251343 3 21 0 0
-571946170 242370559 1 16 3698 0
106258177 406484666 1 12 99239 0
1361123156 -301380857 8 4 -14065833 0
-1616224304 1068591455 6 4 -1608829297 0
592265775 -1054232945 12 7 -1797830784 0
1700612161 55366510 6 14 1712429871 0
191220283 -382297947 7 31 344466752 0
1118565054 -225820993 13 28 -268435456 0
-503076169 -1039491460 1 3 -129936433 0
1004478173 1298314847 7 11 -2147466976 0
1459213122 686901034 9 11 15811330 0
1409673851 1455221789 10 30 -1430071656 1
-1591200091 -90414655 0 23 501 0
-1958165220 -106711210 8 8 -68421794 0
1004047002 -1425298983 12 18 -1486618624 0
-516087931 -286377030 11 13 -802464961 0
-433819958 729615017 14 1 -1163434975 0
-1473998895 -435130540 15 16 -1038868355 0
-798597927 76667388 7 30 721953282 0
-1086522862 -1709894595 6 17 623504943 0
-391405068 1663273881 10 2 1271868813 0
-1530564889 705530432 9 27 537201216 0
-1790331784 137662166 8 17 -1652703490 0
-2016963783 910266706 3 28 0 0
859176727 460937430 10 6 1320114157 0
772684753 -1513942713 6 22 -1949488490 0
1506154409 271342882 15 31 1234811527 0
1725604745 -606882340 3 10 1 0
-609334091 1476295873 2 30 1 0
-1048134618 -2064463205 7 30 973668672 0
-142778371 -1581223153 8 16 -134381569 0
-295414505 -1007810308 3 10 0 0
-419490029 1235668878 6 14 -1353066339 0
1530086895 -400841618 4 21 1 0
-542974987 -256402593 4 27 1 0
-1206911094 1823844498 1 9 3562196 0
-285947293 1580214274 8 9 -17503645 0
-1844904793 384634644 12 1 769269288 0
772579732 -453250450 13 10 -271992832 0
1539325683 -166391825 0 22 984 0
461021451 -331183656 4 13 1 0
-1450304394 -588830152 3 12 0 0
1166019813 593937536 12 7 -1285406720 0
-339004558 1307573720 11 17 968569162 0
368280543 1645680685 3 4 1 0
981875301 -181293407 13 8 833528064 0
-1060580802 1030503736 12 12 -1009549312 0
1108937066 -1458435002 8 24 -350548626 0
-1851997743 -1219357942 6 17 651088603 0
1018219305 -1848808458 0 16 37325 0
1189675460 -103159011 9 28 1086914820 0
-319988683 110463680 10 2 -209525003 0
1528028610 1910552100 7 9 -2079588327 0
101327064 601322922 13 28 -1610612736 0
876040518 -778176522 11 20 97863996 0
290704849 535155249 10 19 825860098 0
1472955968 -480336021 13 6 -676734272 0
1885503931 81315993 14 7 1804187938 0
-2141651823 836118880 4 17 1 0
-1771807961 1276258779 3 9 0 0
-2049564100 1180456312 10 13 -869107788 0
-682620739 -1170862468 8 13 -9040131 0
1830382278 -2112503664 14 10 -352081354 1
-695420530 1726866455 3 26 0 0
-685140446 -840893154 3 27 0 0
33496269 -1854567779 6 25 -1869965744 0
-496869240 565495098 10 12 68625858 0
549344261 -1525763447 14 18 2075107708 0
-113310067 -1595374958 12 0 -1595374958 0
-1788864337 -1988983854 10 5 517119105 1
-227601879 -179112093 11 7 -406713972 0
1621926301 -1832943295 0 10 2404320 0
-268785618 2121319407 12 4 -418627856 0
-137823518 550345795 15 16 -688169313 0
-143829798 -487259317 15 22 343429519 0
-53984954 2118253247 14 23 2122729095 1
-1780039604 -1033920507 2 26 1 0
1668126360 1482908707 2 25 0 0
1553041959 -603292203 0 29 6 0
1601219603 1696905705 6 16 978589178 0
-1547522780 397733984 8 5 -1208550044 0
2064001645 -1436213749 11 20 627787896 0
1702567011 1955447437 11 25 -636952848 1
-2086954350 139173609 14 12 2068839337 1
-1154936638 378436125 2 4 1 0
966333106 1596149052 3 8 1 0
379531004 369683771 9 25 369634360 0
-1098769035 -2123007203 6 5 1073178216 0
-2103771828 1962602391 6 1 -161475877 0
1966988458 -1115738866 7 13 41943633 0
-1994623342 236753317 15 6 2063590637 1
-1086878582 2006762395 15 26 1201326319 1
1352572276 -709103057 11 30 643469219 0
1631513940 250682249 11 20 1882196189 0
-633249539 1172708080 3 14 0 0
365852335 2078395134 15 6 -1712542799 0
635771617 -1867575126 3 19 1 0
-1547224334 -1656132189 4 31 1 0
-1109017269 -1736534936 4 2 1 0
1534909907 -37211977 0 11 2078982 0
2027607491 852646355 7 11 -2061163988 0
1440551569 951637264 5 13 0 0
-1933347304 233484914 15 1 2128135078 1
1903399945 2133235813 5 8 0 0
1316264906 -1664029171 5 20 0 0
1243910425 1336239325 0 20 1274 0
-1934604605 -1182146379 14 23 -752458226 0
659092055 -1027842506 8 31 -402850185 0
2030884891 1852451572 4 14 1 0
291375488 2073827171 10 26 -1929764637 1
-1047500523 1858420973 7 6 271226370 0
-228488554 735071866 7 22 68038913 0
-1725128154 -1211972276 6 15 787375978 0
-2028817983 868813436 4 23 1 0
1717709888 -1171812723 0 4 195197160 0
-1631230661 -24886334 14 20 -1606344327 0
885225377 -1896264528 3 23 1 0
-1997873528 -1055873606 14 25 -941999922 0
1963281837 2029148009 6 25 234298052 0
593752210 383438460 10 7 977190670 0
-1217746085 2029838111 5 2 0 0
958164080 42112605 14 16 916051475 0
354040299 -1818878692 5 11 0 0
-1752051554 603311923 5 18 0 0
-38028485 1851726905 12 7 797842560 0
-688237750 618814422 4 4 1 0
-1413459871 1902818750 5 2 0 0
848898460 -2067599076 13 1 159769144 0
714366837 -466948040 7 11 289472642 0
-286494647 -1723456201 5 12 0 0
-1317686024 -735181204 15 15 -582504820 0
-992091892 415172595 15 24 -1407264487 0
1910332684 1391714104 4 17 1 0
769742538 1975369556 4 22 1 0
1182551845 1252319694 10 17 -1860095757 1
1924155487 1324404610 15 23 599750877 0
-993372904 -154449749 2 1 1 0
1169119028 -1597878466 1 22 -381 0
776957672 -675764324 9 16 101197448 0
-514755234 -801725148 6 31 828887162 0
-502777512 1573991192 12 30 0 0
-118880110 -1107566963 1 11 -540805 0
2043737883 -50475251 5 29 0 0
1487362788 -165587966 15 0 1652950754 0
-163130732 -1131879558 11 26 -1295010290 0
2109701668 -117197268 10 31 1992504400 0
1827237526 1003818630 15 7 823418896 0
289609859 1882516854 12 31 0 0
1393714395 1569440742 11 29 -1331812159 1
628551574 -405290096 8 8 -403181674 0
-100610991 1675393075 0 8 6544504 0
-2083686827 1173400891 3 8 0 0
-122115044 2085725341 10 8 1963610297 0
-1891112628 1068577622 9 16 251732292 0
1673470890 -1425388731 15 20 -1196107675 1
-267262435 1158952787 10 29 891690352 0
2084117050 333197440 13 6 -150200320 0
-1057639095 -1999755039 11 24 1237573162 1
193294557 -1081370065 10 9 -888075508 0
1447430912 -2068302920 15 25 -779233464 1
-1272532530 1071434290 15 19 1951000476 1
1610366737 -1221700532 1 26 -19 0
1530514887 103619219 6 19 1561646932 0
-1211760095 1912082847 10 29 700322752 0
-110745025 -330573935 15 11 219828910 0
-131453913 -506726987 14 0 375273074 0
11795107 -882893415 5 27 0 0
-1579322510 1403073768 2 18 1 0
442167650 -294087784 10 24 148079866 0
1566815154 -155564146 1 8 -607673 0
-181445695 -250933202 14 18 69487507 0
-691493386 1808840178 9 0 1119921650 0
115877163 -1968844322 13 0 -1968844322 0
1195549951 -1617498165 6 0 -657175756 0
-950113211 -2005459241 0 3 286188506 0
1566256662 599173217 4 29 1 0
-1117217743 -40970578 14 17 -1076247165 0
-88457425 1480279503 0 26 22 0
1867061963 -1059125750 0 17 24687 0
897257231 30074797 2 10 0 0
1716740446 1583749420 10 2 -994477430 1
-704756157 -1168832775 8 17 -47365 0
1409159877 -337153897 0 20 3774 0
-574827946 -1035635971 11 31 -1610463917 0
149601033 1823004555 10 26 1972605588 0
-1853832895 70507328 11 13 -1783325567 0
-1853967857 -1521817859 13 7 -1519157632 0
-1617564664 1336011751 5 7 0 0
1713433134 -1699664879 6 7 -57555393 0
-1631322551 -1453190601 1 25 -44 0
1610753282 -178576153 12 4 1437748848 0
-1967434282 -2000029237 13 31 -2147483648 0
-1818519905 -952658665 3 3 0 0
-186723143 -585546030 11 1 -772269173 0
855755366 345177937 11 9 1200933303 0
552733691 2000820179 0 20 1908 0
697295406 557155799 10 10 1254451205 0
-139513330 -1847694478 15 4 1708181148 0
-1854848374 -1940160412 0 0 -1940160412 0
-824693739 1969089979 8 23 -2232897 0
